Axis: (0, -0.2151860103152562)
Axis: (1, 0.11874752037110507)
Axis: (0, -0.1392254402294992)
Axis: (1, 0.03295999023407697)
Axis: (0, -0.11075167088839381)
Axis: (1, -0.003357036042359691)
Axis: (0, -0.09808648945585498)
Axis: (1, -0.006653035065767388)
Axis: (0, -0.08227790154728844)
Axis: (1, -0.009949034089175085)
Axis: (0, -0.0727866451002533)
Axis: (1, -0.013245033112582781)
Axis: (0, -0.07593005157628102)
Axis: (1, -0.003357036042359691)
Axis: (0, -0.08227790154728844)
Axis: (1, 0.01315347758415479)
Axis: (0, -0.07910397656178472)
